"","site","site_name","flow_age_my","specimen_code","collection_code","tree","tray","date_collected","class","order","family","species_code","genus","species","trophic","origin","stage","lengthmm","abundance","ind_biom"
"16131","VO","Kīlauea",3e-04,"1110-007","VO9708-1",8,1,"10/8/97","Insecta","Diptera","Sciaridae","platadro","Platosciara","adrostylata","D","endemic","adult",1,1,0.0153
"16132","VO","Kīlauea",3e-04,"1111-001","VO9708-1",8,1,"10/8/97","Arachnida","Araneae","Theridiidae","thergral","Theridion","grallator","P","endemic","adult",3,1,0.8256
"16133","VO","Kīlauea",3e-04,"1111-002","VO9708-1",8,1,"10/8/97","Arachnida","Araneae","Theridiidae","argyspu2","Argyrodes","sp_2","P","endemic","immature",4,1,1.0444
"16134","VO","Kīlauea",3e-04,"1111-002","VO9708-1",8,1,"10/8/97","Arachnida","Araneae","Theridiidae","argyspu2","Argyrodes","sp_2","P","endemic","immature",4,1,1.0444
"16135","VO","Kīlauea",3e-04,"1111-003","VO9708-1",8,1,"10/8/97","Arachnida","Araneae","Linyphiidae","erigautu","Erigone","autumnalis","P","adventive","adult",2,1,0.2523
"16136","VO","Kīlauea",3e-04,"1111-004","VO9708-1",8,1,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"16137","VO","Kīlauea",3e-04,"1111-004","VO9708-1",8,1,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"16138","VO","Kīlauea",3e-04,"1112-001","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",8,1,5.1504
"16139","VO","Kīlauea",3e-04,"1112-001","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",8,1,5.1504
"16140","VO","Kīlauea",3e-04,"1112-002","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",9,1,7.0954
"16141","VO","Kīlauea",3e-04,"1112-002","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",9,1,7.0954
"16142","VO","Kīlauea",3e-04,"1112-003","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16143","VO","Kīlauea",3e-04,"1112-003","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16144","VO","Kīlauea",3e-04,"1112-003","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16145","VO","Kīlauea",3e-04,"1112-004","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16146","VO","Kīlauea",3e-04,"1112-004","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16147","VO","Kīlauea",3e-04,"1112-005","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",4,1,0.7817
"16148","VO","Kīlauea",3e-04,"1112-006","VO9708-1",8,1,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",2,1,0.1186
"16149","VO","Kīlauea",3e-04,"1113-001","VO9708-1",8,1,"10/8/97","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","P","endemic","adult",NA,1,4.228
"16150","VO","Kīlauea",3e-04,"1114-001","VO9708-1",8,1,"10/8/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","H","endemic","adult",2,1,0.0982
"16151","VO","Kīlauea",3e-04,"1114-002","VO9708-1",8,1,"10/8/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","H","endemic","adult",1,1,0.0123
"16152","VO","Kīlauea",3e-04,"1115-001","VO9708-1",8,1,"10/8/97","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","T","endemic","adult",5,1,1.4853
"16153","VO","Kīlauea",3e-04,"1115-002","VO9708-1",8,1,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature",1,1,0.0206
"16154","VO","Kīlauea",3e-04,"1115-002","VO9708-1",8,1,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature",1,1,0.0206
"16155","VO","Kīlauea",3e-04,"1115-002","VO9708-1",8,1,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature",1,1,0.0206
"16156","VO","Kīlauea",3e-04,"1115-002","VO9708-1",8,1,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature",1,1,0.0206
"16157","VO","Kīlauea",3e-04,"1116-001","VO9708-1",8,1,"10/8/97","Insecta","Lepidoptera","Geometridae","scotjsu4","Scotorythra","larval sp_4","H","endemic","immature",8,1,1.0591
"16158","VO","Kīlauea",3e-04,"1116-002","VO9708-1",8,1,"10/8/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"16159","VO","Kīlauea",3e-04,"1116-002","VO9708-1",8,1,"10/8/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"16160","VO","Kīlauea",3e-04,"1116-002","VO9708-1",8,1,"10/8/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"16161","VO","Kīlauea",3e-04,"1117-001","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","P","endemic","adult",1,1,0.0139
"16162","VO","Kīlauea",3e-04,"1117-001","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","P","endemic","adult",1,1,0.0139
"16163","VO","Kīlauea",3e-04,"1117-002","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Pteromalidae","cyrtfusc","Cyrtogaster","fuscitarsis","P","adventive","adult",1,1,0.0139
"16164","VO","Kīlauea",3e-04,"1117-003","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Pteromalidae","toxensp2","Toxeuma","n_sp_2","P","endemic","adult",1,1,0.0139
"16165","VO","Kīlauea",3e-04,"1117-004","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Aphelinidae","aphyspu1","Aphytis","sp_1","P","adventive","adult",1,1,0.0139
"16166","VO","Kīlauea",3e-04,"1117-004","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Aphelinidae","aphyspu1","Aphytis","sp_1","P","adventive","adult",1,1,0.0139
"16167","VO","Kīlauea",3e-04,"1117-004","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Aphelinidae","aphyspu1","Aphytis","sp_1","P","adventive","adult",1,1,0.0139
"16168","VO","Kīlauea",3e-04,"1117-005","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","P","endemic","adult",1,1,0.0139
"16169","VO","Kīlauea",3e-04,"1117-006","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Ichneumonidae","spolcitr","Spolas","citricincta","P","endemic","adult",6,1,0.9938
"16170","VO","Kīlauea",3e-04,"1117-007","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","P","adventive","adult",1,1,0.0139
"16171","VO","Kīlauea",3e-04,"1117-007","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","P","adventive","adult",1,1,0.0139
"16172","VO","Kīlauea",3e-04,"1117-008","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Encyrtidae","anagspu2","Anagyrus","sp_2","P","endemic","adult",1,1,0.0139
"16173","VO","Kīlauea",3e-04,"1117-008","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Encyrtidae","anagspu2","Anagyrus","sp_2","P","endemic","adult",1,1,0.0139
"16174","VO","Kīlauea",3e-04,"1117-009","VO9708-2",8,2,"10/8/97","Insecta","Hymenoptera","Ichneumonidae","spolflav","Spolas","flavifrons","P","endemic","adult",6,1,0.9938
"16175","VO","Kīlauea",3e-04,"1118-001","VO9708-2",8,2,"10/8/97","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","P","endemic","adult",NA,1,4.228
"16176","VO","Kīlauea",3e-04,"1118-002","VO9708-2",8,2,"10/8/97","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","P","endemic","adult",NA,1,4.228
"16177","VO","Kīlauea",3e-04,"1118-003","VO9708-2",8,2,"10/8/97","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","P","endemic","adult",NA,1,4.228
"16178","VO","Kīlauea",3e-04,"1119-001","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",8,1,5.1504
"16179","VO","Kīlauea",3e-04,"1119-001","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",8,1,5.1504
"16180","VO","Kīlauea",3e-04,"1119-001","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",8,1,5.1504
"16181","VO","Kīlauea",3e-04,"1119-001","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",8,1,5.1504
"16182","VO","Kīlauea",3e-04,"1119-002","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16183","VO","Kīlauea",3e-04,"1119-002","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16184","VO","Kīlauea",3e-04,"1119-002","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16185","VO","Kīlauea",3e-04,"1119-002","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16186","VO","Kīlauea",3e-04,"1119-002","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16187","VO","Kīlauea",3e-04,"1119-002","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",7,1,3.5818
"16188","VO","Kīlauea",3e-04,"1119-003","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16189","VO","Kīlauea",3e-04,"1119-003","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16190","VO","Kīlauea",3e-04,"1119-003","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16191","VO","Kīlauea",3e-04,"1119-003","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16192","VO","Kīlauea",3e-04,"1119-003","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16193","VO","Kīlauea",3e-04,"1119-004","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",4,1,0.7817
"16194","VO","Kīlauea",3e-04,"1119-005","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",2,1,0.1186
"16195","VO","Kīlauea",3e-04,"1119-006","VO9708-2",8,2,"10/8/97","Insecta","Orthoptera","Gryllidae","leptelon","Leptogryllus","elongatus","D","endemic","immature",3,1,0.3574
"16196","VO","Kīlauea",3e-04,"1120-001","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",2,1,0.0495
"16197","VO","Kīlauea",3e-04,"1120-001","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",2,1,0.0495
"16198","VO","Kīlauea",3e-04,"1120-002","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",3,1,0.1509
"16199","VO","Kīlauea",3e-04,"1120-003","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",4,1,0.3328
"16200","VO","Kīlauea",3e-04,"1120-004","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",7,1,1.5501
"16201","VO","Kīlauea",3e-04,"1120-005","VO9708-2",8,2,"10/8/97","Insecta","Homoptera","Cicadellidae","nesosha1","Nesophrosyne","sp_HA1","H","endemic","immature",1,1,0.0067
"16202","VO","Kīlauea",3e-04,"1120-005","VO9708-2",8,2,"10/8/97","Insecta","Homoptera","Cicadellidae","nesosha1","Nesophrosyne","sp_HA1","H","endemic","immature",1,1,0.0067
"16203","VO","Kīlauea",3e-04,"1120-005","VO9708-2",8,2,"10/8/97","Insecta","Homoptera","Cicadellidae","nesosha1","Nesophrosyne","sp_HA1","H","endemic","immature",1,1,0.0067
"16204","VO","Kīlauea",3e-04,"1120-006","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature",1,1,0.032
"16205","VO","Kīlauea",3e-04,"1120-007","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature",2,1,0.1594
"16206","VO","Kīlauea",3e-04,"1120-008","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult",4,1,0.7949
"16207","VO","Kīlauea",3e-04,"1120-009","VO9708-2",8,2,"10/8/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"16208","VO","Kīlauea",3e-04,"1120-010","VO9708-2",8,2,"10/8/97","Insecta","Homoptera","Cicadellidae","nesosha1","Nesophrosyne","sp_HA1","H","endemic","immature",2,1,0.0594
"16209","VO","Kīlauea",3e-04,"1121-001","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",3,1,0.2584
"16210","VO","Kīlauea",3e-04,"1121-001","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",3,1,0.2584
"16211","VO","Kīlauea",3e-04,"1121-001","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",3,1,0.2584
"16212","VO","Kīlauea",3e-04,"1121-001","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",3,1,0.2584
"16213","VO","Kīlauea",3e-04,"1121-002","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",3,1,0.2584
"16214","VO","Kīlauea",3e-04,"1121-003","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","D","endemic","adult",2,1,0.091
"16215","VO","Kīlauea",3e-04,"1121-004","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Drosophilidae","scapseto","Scaptomyza","setosiscutellum","P","endemic","adult",3,1,0.2584
"16216","VO","Kīlauea",3e-04,"1121-004","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Drosophilidae","scapseto","Scaptomyza","setosiscutellum","P","endemic","adult",3,1,0.2584
"16217","VO","Kīlauea",3e-04,"1121-005","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Drosophilidae","scalongi","Scaptomyza","longisetosa","D","endemic","adult",2,1,0.091
"16218","VO","Kīlauea",3e-04,"1121-006","VO9708-2",8,2,"10/8/97","Insecta","Diptera","Drosophilidae","scapinae","Scaptomyza","inaequalis","D","endemic","adult",2,1,0.091
"16219","VO","Kīlauea",3e-04,"1122-001","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Theridiidae","thergral","Theridion","grallator","P","endemic","adult",4,1,1.9146
"16220","VO","Kīlauea",3e-04,"1122-002","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Theridiidae","thergral","Theridion","grallator","P","endemic","immature",2,1,0.2523
"16221","VO","Kīlauea",3e-04,"1122-003","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Salticidae","havaspu3","Havaika","sp_3","P","endemic","immature",3,1,0.8256
"16222","VO","Kīlauea",3e-04,"1122-004","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Salticidae","havaspu3","Havaika","sp_3","P","endemic","immature",2,1,0.2523
"16223","VO","Kīlauea",3e-04,"1122-005","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetracut","Tetragnatha","acuta","P","endemic","immature",4,1,1.0444
"16224","VO","Kīlauea",3e-04,"1122-006","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetracut","Tetragnatha","acuta","P","endemic","immature",1,1,0.0433
"16225","VO","Kīlauea",3e-04,"1122-007","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"16226","VO","Kīlauea",3e-04,"1122-008","VO9708-2",8,2,"10/8/97","Arachnida","Araneae","Linyphiidae","erigautu","Erigone","autumnalis","P","adventive","immature",1,1,0.0433
"16227","VO","Kīlauea",3e-04,"1123-001","VO9708-2",8,2,"10/8/97","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","D","endemic","adult",NA,1,0.324
"16228","VO","Kīlauea",3e-04,"1124-001","VO9708-2",8,2,"10/8/97","Insecta","Coleoptera","Nitidulidae","eupestri","Eupetinus","striatus","D","endemic","adult",NA,1,0.3845
"16229","VO","Kīlauea",3e-04,"1124-002","VO9708-2",8,2,"10/8/97","Insecta","Coleoptera","Nitidulidae","eupestri","Eupetinus","striatus","D","endemic","adult",NA,1,0.3845
"16230","VO","Kīlauea",3e-04,"1124-003","VO9708-2",8,2,"10/8/97","Insecta","Coleoptera","Nitidulidae","eupestri","Eupetinus","striatus","D","endemic","adult",NA,1,0.3845
"16231","VO","Kīlauea",3e-04,"1125-001","VO9708-2",8,2,"10/8/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult",2,1,0.0396
"16232","VO","Kīlauea",3e-04,"1125-002","VO9708-2",8,2,"10/8/97","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","D","endemic","immature",1,1,0.0056
"16233","VO","Kīlauea",3e-04,"1126-001","VO9708-2",8,2,"10/8/97","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","T","endemic","adult",4,1,0.9707
"16234","VO","Kīlauea",3e-04,"1126-001","VO9708-2",8,2,"10/8/97","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","T","endemic","adult",4,1,0.9707
"16235","VO","Kīlauea",3e-04,"1127-001","VO9708-2",8,2,"10/8/97","Insecta","Thysanoptera","Thripidae","helihaem","Heliothrips","haemorrhoidalis","H","adventive","adult",1,1,0.0056
"16236","VO","Kīlauea",3e-04,"1127-001","VO9708-2",8,2,"10/8/97","Insecta","Thysanoptera","Thripidae","helihaem","Heliothrips","haemorrhoidalis","H","adventive","adult",1,1,0.0056
"16237","VO","Kīlauea",3e-04,"1127-002","VO9708-2",8,2,"10/8/97","Insecta","Lepidoptera","Geometridae","scotjsu4","Scotorythra","larval sp_4","H","endemic","immature",4,1,0.3193
"16238","VO","Kīlauea",3e-04,"1127-003","VO9708-2",8,2,"10/8/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"16239","VO","Kīlauea",3e-04,"1127-003","VO9708-2",8,2,"10/8/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"16240","VO","Kīlauea",3e-04,"1127-004","VO9708-2",8,2,"10/8/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",4,1,0.8236
"16241","VO","Kīlauea",3e-04,"1128-001","VO9708-3",8,3,"10/8/97","Arachnida","Araneae","Salticidae","havaspu3","Havaika","sp_3","P","endemic","immature",4,1,1.9146
"16242","VO","Kīlauea",3e-04,"1128-002","VO9708-3",8,3,"10/8/97","Arachnida","Araneae","Araneidae","aranemma","Araneus","emmae","P","endemic","immature",2,1,0.2523
"16243","VO","Kīlauea",3e-04,"1128-003","VO9708-3",8,3,"10/8/97","Arachnida","Araneae","Theridiidae","thergral","Theridion","grallator","P","endemic","immature",2,1,0.2523
"16244","VO","Kīlauea",3e-04,"1128-004","VO9708-3",8,3,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"16245","VO","Kīlauea",3e-04,"1128-004","VO9708-3",8,3,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"16246","VO","Kīlauea",3e-04,"1128-004","VO9708-3",8,3,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"16247","VO","Kīlauea",3e-04,"1128-004","VO9708-3",8,3,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"16248","VO","Kīlauea",3e-04,"1129-001","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Pipunculidae","cephnsp1","Cephalops","n_sp_1","P","endemic","adult",3,1,0.2584
"16249","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16250","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16251","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16252","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16253","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16254","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16255","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16256","VO","Kīlauea",3e-04,"1129-002","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.091
"16257","VO","Kīlauea",3e-04,"1129-003","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",3,1,0.2584
"16258","VO","Kīlauea",3e-04,"1129-003","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",3,1,0.2584
"16259","VO","Kīlauea",3e-04,"1129-004","VO9708-3",8,3,"10/8/97","Insecta","Diptera","Ceratopogonidae","forcphol","Forcipomyia","pholeter","D","endemic","adult",1,1,0.0153
"16260","VO","Kīlauea",3e-04,"1130-001","VO9708-3",8,3,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",2,1,0.1186
"16261","VO","Kīlauea",3e-04,"1130-002","VO9708-3",8,3,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",5,1,1.4343
"16262","VO","Kīlauea",3e-04,"1130-003","VO9708-3",8,3,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature",6,1,2.3551
"16263","VO","Kīlauea",3e-04,"1130-004","VO9708-3",8,3,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",9,1,7.0954
"16264","VO","Kīlauea",3e-04,"1130-005","VO9708-3",8,3,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult",10,1,9.4502
"16265","VO","Kīlauea",3e-04,"1131-001","VO9708-3",8,3,"10/8/97","Insecta","Hymenoptera","Pteromalidae","cyrtfusc","Cyrtogaster","fuscitarsis","P","adventive","adult",1,1,0.0139
"16266","VO","Kīlauea",3e-04,"1131-002","VO9708-3",8,3,"10/8/97","Insecta","Hymenoptera","Pteromalidae","toxenubi","Toxeuma","nubilipennis","P","endemic","adult",1,1,0.0139
"16267","VO","Kīlauea",3e-04,"1131-003","VO9708-3",8,3,"10/8/97","Insecta","Hymenoptera","Ichneumonidae","spolflav","Spolas","flavifrons","P","endemic","adult",6,1,0.9938
"16268","VO","Kīlauea",3e-04,"1132-001","VO9708-3",8,3,"10/8/97","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","D","endemic","adult",NA,1,0.324
"16269","VO","Kīlauea",3e-04,"1132-002","VO9708-3",8,3,"10/8/97","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","D","endemic","adult",NA,1,0.324
"16270","VO","Kīlauea",3e-04,"1132-003","VO9708-3",8,3,"10/8/97","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","D","endemic","adult",NA,1,0.324
"16271","VO","Kīlauea",3e-04,"1133-001","VO9708-3",8,3,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",3,1,0.1509
"16272","VO","Kīlauea",3e-04,"1133-002","VO9708-3",8,3,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",2,1,0.0495
