"site","site_name","island","flow_age_my","island_age_my","npp","foliar_N","foliar_P","tree","date_collected","class","order","family","species_code","genus","species","trophic","origin","stage","individual_biomass_g"
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","detritivore","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Sciaridae","platadro","Platosciara","adrostylata","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Sciaridae","platadro","Platosciara","adrostylata","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Bethylidae","sierspuY","Sierola","sp_Y","predator","native-endemic","adult",0.0725
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Bethylidae","sierspuM","Sierola","sp_M","predator","native-endemic","adult",0.0725
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Coleoptera","Anobiidae","xyleprot","Xyletobius","proteus","detritivore","native-endemic","adult",0.85
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Coleoptera","Staphylinidae","thorblac","Thoracophorus","blackburni","predator","native-endemic","adult",0.236
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","herbivore","native-endemic","adult",0.0982
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","adult",0.6562
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","adult",0.6562
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Miridae","nesihawa","Nesiomiris","hawaiiensis","transient","native-endemic","adult",0.6093
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","adult",0.7949
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","adult",2.2376
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",1.0147
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.1509
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.0495
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.3328
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Neuroptera","Hemerobiidae","micrlong","Micromus","longispinosus","predator","native-endemic","adult",0.3132
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","predator","native-endemic","immature",0.5227
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",0.1971
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","predator","native-endemic","immature",0.0433
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","predator","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","predator","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","predator","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","transient","non-native","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","unknown","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Dryinidae","dicoperk","Dicondylus","perkinsi","predator","native-endemic","adult",0.0725
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Braconidae","ontssyag","Ontsira","syagrii","predator","non-native","adult",0.1905
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Ichneumonidae","spolflav","Spolas","flavifrons","predator","native-endemic","adult",0.9938
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","predator","native-endemic","adult",4.228
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","transient","native-endemic","adult",0.9707
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","transient","native-endemic","adult",0.9707
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","detritivore","native-endemic","adult",0.0396
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Lepidoptera","Geometridae","scotjsu1","Scotorythra","larval sp_1","herbivore","native-endemic","immature",0.1941
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrhawa","Tetragnatha","hawaiiensis","predator","native-endemic","adult",2.7703
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrhawa","Tetragnatha","hawaiiensis","predator","native-endemic","adult",2.7703
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","adult",2.7703
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",1.0444
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Arachnida","Araneae","Tetragnathidae","tetrhawa","Tetragnatha","hawaiiensis","predator","native-endemic","immature",0.0433
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","predator","native-endemic","adult",4.228
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Pipunculidae","cephnsp1","Cephalops","n_sp_1","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","unknown","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","unknown","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","unknown","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","predator","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","predator","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Cecidomyiidae","monareco","Monardia","recondita","detritivore","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Cecidomyiidae","cecigsu1","Cecidomyiinae_g","sp_1","detritivore","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Drosophilidae","scapinae","Scaptomyza","inaequalis","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Diptera","Drosophilidae","scapinae","Scaptomyza","inaequalis","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","immature",0.0375
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","adult",0.6562
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","adult",0.6562
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","adult",0.6562
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","immature",0.032
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","immature",0.408
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Hymenoptera","Dryinidae","dicoperk","Dicondylus","perkinsi","predator","native-endemic","adult",0.3782
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","detritivore","native-endemic","adult",0.324
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,7,"10/7/97","Insecta","Lepidoptera","Geometridae","scotjsu4","Scotorythra","larval sp_4","herbivore","native-endemic","immature",0.6439
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","immature",0.408
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","adult",0.6562
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","adult",2.2376
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",1.0147
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",1.0147
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.6147
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.6147
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.6147
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.6147
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.0495
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","detritivore","native-endemic","adult",0.0396
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","predator","native-endemic","adult",0.0725
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","predator","native-endemic","adult",0.0725
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Aphelinidae","aphyspu1","Aphytis","sp_1","predator","non-native","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Aphelinidae","aphyspu1","Aphytis","sp_1","predator","non-native","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","predator","non-native","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","predator","non-native","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Pteromalidae","toxeferr","Toxeuma","ferrugineipes","predator","native-endemic","adult",0.0725
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Eupelmidae","eupemsu2","Eupelmus","sp_2","transient","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Encyrtidae","anagspu2","Anagyrus","sp_2","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Scelionidae","televulc","Telenomus","vulcanus","predator","undetermined","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Pteromalidae","toxeferr","Toxeuma","ferrugineipes","predator","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Scelionidae","baeupers","Baeus","persordidus","predator","undetermined","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Hymenoptera","Eupelmidae","eupemsu2","Eupelmus","sp_2","transient","native-endemic","adult",0.0139
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","predator","native-endemic","adult",0.2584
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Pipunculidae","cephnsp1","Cephalops","n_sp_1","predator","native-endemic","adult",0.5417
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","predator","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","detritivore","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Diptera","Sciaridae","platadro","Platosciara","adrostylata","detritivore","native-endemic","adult",0.0153
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Arachnida","Araneae","Theridiidae","thergral","Theridion","grallator","predator","native-endemic","adult",0.8256
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Arachnida","Araneae","Theridiidae","argyspu2","Argyrodes","sp_2","predator","native-endemic","immature",1.0444
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Arachnida","Araneae","Theridiidae","argyspu2","Argyrodes","sp_2","predator","native-endemic","immature",1.0444
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Arachnida","Araneae","Linyphiidae","erigautu","Erigone","autumnalis","predator","non-native","adult",0.2523
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",0.0433
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",0.0433
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","adult",5.1504
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","adult",5.1504
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","adult",7.0954
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","adult",7.0954
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","immature",3.5818
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","immature",3.5818
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","immature",3.5818
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","immature",1.4343
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","immature",1.4343
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","immature",0.7817
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","detritivore","native-endemic","immature",0.1186
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","predator","native-endemic","adult",4.228
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","herbivore","native-endemic","adult",0.0982
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","herbivore","native-endemic","adult",0.0123
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","transient","native-endemic","adult",1.4853
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.0206
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.0206
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.0206
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.0206
"VO","Volcano"," Hawaii",3e-04,0.4,1.58,0.87,0.06,8,"10/8/97","Insecta","Lepidoptera","Geometridae","scotjsu4","Scotorythra","larval sp_4","herbivore","native-endemic","immature",1.0591
